                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 1.8647,                 2.2117,                 1.6543,                  1.803,                 2.4292,                 1.5208,                0.18947,                0.15571,                0.08772,                0.03375,                0.06412,                 9.0781,                0.06004,                0.06474,                 2.4042,                0.05564,               0.009505,               0.009505,               0.009505
                     53,                 1.9136,                  2.203,                 1.6515,                 1.8647,                 2.4633,                 1.4879,                0.17702,                0.15225,                0.07884,                0.03158,                0.06463,                 8.3189,                0.06086,                0.06687,                 4.3282,                 0.0567,              0.0094951,              0.0094951,              0.0094951
                     54,                 1.9251,                 2.2391,                 1.7112,                  1.895,                 2.5225,                 1.5579,                0.16547,                0.13841,                0.07931,                  0.033,                0.06433,                 14.087,                0.06067,                0.06598,                 4.4819,                0.05618,              0.0094852,              0.0094852,              0.0094852
                     55,                 1.9436,                 2.1446,                 1.6744,                  1.861,                  2.458,                 1.5051,                0.27853,                0.13495,                0.10481,                0.03942,                 0.0631,                 4.4472,                 0.0602,                0.06812,                 1.5585,                0.05604,              0.0094753,              0.0094753,              0.0094753
                     56,                 1.7316,                 2.0736,                 1.5314,                 1.7158,                 2.2502,                 1.4014,                0.23383,                0.11073,                0.07666,                0.03139,                0.06705,                 4.4952,                0.06262,                0.06817,                 2.3151,                0.05686,              0.0094654,              0.0094654,              0.0094654
                     57,                 1.9155,                 2.1753,                 1.6361,                 1.9454,                 2.3647,                 1.5193,                0.22916,                0.21088,                0.12591,                0.04588,                0.06614,                 5.8589,                 0.0627,                0.06868,                  2.243,                0.05763,              0.0094555,              0.0094555,              0.0094555
                     58,                 1.8701,                 2.1786,                 1.6625,                 1.8248,                 2.4451,                 1.5309,                0.19756,                0.20069,                 0.1055,                0.04028,                 0.0659,                 3.2588,                0.06303,                 0.0668,                  1.074,                 0.0566,              0.0094456,              0.0094456,              0.0094456
                     59,                 1.7958,                  2.116,                 1.5581,                 1.7631,                 2.3488,                 1.4235,                0.18576,                0.15473,                0.09197,                0.03101,                0.06715,                 8.6939,                0.06316,                0.07085,                  2.858,                0.05848,              0.0094357,              0.0094357,              0.0094357
                     60,                 1.7411,                 2.0985,                 1.5967,                 1.7161,                 2.3383,                 1.4706,                0.24476,                0.11419,                 0.0987,                0.03896,                0.06638,                 6.3265,                0.06253,                0.06748,                 2.4293,                 0.0581,              0.0094258,              0.0094258,              0.0094258
                     61,                 1.8437,                 2.1145,                 1.6664,                 1.7983,                 2.3841,                 1.5197,                0.19261,                0.09343,                0.06659,                0.02812,                0.06662,                  7.269,                0.06343,                0.06633,                 3.3239,                0.05621,              0.0094159,              0.0094159,              0.0094159
