                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                 1.1184,                  0.858,                 1.1176,                 1.3955,                 1.0828,                 1.1383,                 0.4045,                0.38408,                0.30511,                0.12961,                 2.0212,                  3.134,                 1.9802,                 2.1551,                 3.2566,                 1.8128,              0.0016911,              0.0016911,              0.0016911
                     81,                 1.1548,                 0.8834,                 1.1273,                 1.4314,                 1.0699,                 1.1582,                0.47826,                0.35986,                0.33532,                 0.1424,                  2.034,                 2.6579,                 1.9126,                 2.1724,                 2.5816,                 1.7507,              0.0016872,              0.0016872,              0.0016872
                     82,                 1.0767,                0.82344,                 1.0945,                 1.3394,                 1.0101,                  1.123,                 0.4331,                0.34602,                0.29754,                0.12227,                 2.0919,                 3.1771,                 1.9419,                 2.2429,                 2.9297,                 1.8381,              0.0016832,              0.0016832,              0.0016832
                     83,                  1.081,                0.78564,                 1.0888,                 1.4007,                 0.9787,                 1.1148,                0.30919,                0.37024,                0.25718,                0.10152,                 2.0789,                 4.1271,                 1.8944,                 2.2377,                 3.6682,                 1.8159,              0.0016792,              0.0016792,              0.0016792
                     84,                 1.1192,                0.81423,                 1.1122,                    1.4,                 1.0123,                 1.1321,                0.39122,                0.39792,                 0.3161,                0.13759,                 2.0243,                 3.1506,                 1.9167,                 2.1279,                 2.7976,                 1.7404,              0.0016753,              0.0016753,              0.0016753
                     85,                 1.0807,                0.78515,                 1.0808,                 1.3622,                0.98741,                  1.106,                0.35625,                0.40404,                0.30048,                0.13336,                  2.002,                 3.3097,                 1.8855,                 2.1717,                 2.8482,                 1.7524,              0.0016713,              0.0016713,              0.0016713
                     86,                 1.0687,                0.78973,                  1.078,                 1.3736,                 1.0027,                    1.1,                0.38242,                0.39792,                0.31337,                0.12951,                  2.005,                 2.5364,                 1.8809,                 2.2175,                 2.5065,                 1.7705,              0.0016674,              0.0016674,              0.0016674
                     87,                 1.0579,                0.79421,                 1.0783,                 1.3315,                0.96948,                 1.1097,                0.34186,                0.40081,                0.28559,                0.12435,                 2.0697,                 3.2623,                 1.9319,                 2.2373,                 2.9451,                 1.8113,              0.0016634,              0.0016634,              0.0016634
                     88,                 1.0087,                0.76156,                  1.058,                 1.3048,                0.92759,                 1.0936,                0.41345,                 0.3878,                0.33724,                0.14146,                 2.0392,                  2.264,                 1.8436,                 2.2009,                 2.4433,                 1.7225,              0.0016594,              0.0016594,              0.0016594
                     89,                 1.0464,                0.75984,                 1.0671,                 1.3235,                0.93177,                  1.091,                0.33473,                 0.4083,                0.28212,                0.11937,                 2.1333,                 3.2386,                 1.9561,                 2.2383,                 3.1128,                 1.7961,              0.0016555,              0.0016555,              0.0016555
                     90,                 1.0384,                0.80213,                 1.0843,                 1.2774,                0.97834,                 1.1091,                0.43544,                0.37024,                 0.3261,                 0.1382,                 2.0241,                 2.3458,                 1.9068,                 2.1746,                 2.5761,                 1.7666,              0.0016515,              0.0016515,              0.0016515
                     91,                 1.0367,                 0.7864,                 1.0624,                 1.3289,                 1.0033,                 1.0987,                0.40636,                0.35294,                0.29845,                0.12983,                 1.9794,                 2.5061,                 1.9199,                 2.1713,                 2.6209,                 1.8157,              0.0016476,              0.0016476,              0.0016476
                     92,                 1.0545,                0.75834,                 1.0653,                 1.3313,                0.93993,                 1.0938,                0.35286,                0.37716,                0.25632,                0.10755,                 2.0463,                 2.2721,                 1.9799,                 2.1992,                 2.6482,                 1.7925,              0.0016436,              0.0016436,              0.0016436
                     93,                 1.0524,                0.75753,                 1.0686,                 1.3096,                0.93598,                 1.0929,                0.41258,                0.40484,                0.32344,                0.14106,                 1.9684,                 2.1509,                 1.8333,                 2.1745,                 2.4245,                 1.7308,              0.0016396,              0.0016396,              0.0016396
