                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.88905,                0.59638,                0.96625,                 1.1713,                0.78978,                0.98872,                0.61138,                0.43006,                0.43246,                0.21048,                 1.7925,                 1.7273,                 1.6519,                 1.9951,                 2.2952,                 1.5959,              0.0016555,              0.0016555,              0.0016555
                     90,                0.82045,                 0.5739,                0.94479,                 1.0962,                 0.7479,                0.97308,                0.57806,                0.43945,                0.43087,                 0.2144,                 1.7742,                 1.6202,                 1.6612,                 1.9662,                 2.3015,                 1.6089,              0.0016515,              0.0016515,              0.0016515
                     91,                0.84666,                0.58507,                0.95556,                 1.0805,                0.74956,                0.96991,                0.61664,                0.45641,                0.45883,                0.22071,                 1.7751,                 1.5657,                 1.6588,                 2.0358,                 2.1235,                 1.6196,              0.0016476,              0.0016476,              0.0016476
                     92,                0.87401,                0.58909,                0.95837,                 1.1738,                0.77145,                0.98832,                0.65688,                0.44291,                0.44614,                0.21244,                 1.8001,                 1.6301,                  1.666,                 1.9751,                 2.1543,                 1.5753,              0.0016436,              0.0016436,              0.0016436
                     93,                0.88628,                0.60745,                0.95175,                   1.15,                0.79975,                0.97615,                0.51984,                0.46367,                0.41914,                0.19816,                 1.8192,                 1.6798,                 1.7047,                 2.0222,                 2.0845,                 1.6074,              0.0016396,              0.0016396,              0.0016396
                     94,                0.86154,                0.60394,                0.95319,                 1.1131,                0.77151,                0.97818,                0.68774,                0.37024,                0.40592,                0.18859,                 1.8512,                 1.7123,                 1.7104,                 2.0177,                 2.1744,                 1.5929,              0.0016357,              0.0016357,              0.0016357
                     95,                0.90989,                 0.5992,                0.96076,                 1.2095,                0.81858,                0.97499,                0.59841,                0.47751,                0.43102,                0.19441,                 1.8848,                 1.6064,                 1.7961,                 2.0457,                 2.1063,                 1.6564,              0.0016317,              0.0016317,              0.0016317
                     96,                0.89059,                0.61851,                0.96394,                 1.1589,                0.80162,                0.98337,                0.60987,                0.49827,                 0.4515,                0.20611,                 1.8033,                 1.6198,                 1.6887,                 2.0721,                 2.0103,                 1.6449,              0.0016278,              0.0016278,              0.0016278
                     97,                0.84801,                0.59245,                0.96044,                 1.0809,                 0.7487,                0.98472,                0.59824,                0.42215,                0.42514,                0.19569,                  1.838,                 1.6842,                  1.664,                 2.0093,                  2.202,                 1.5713,              0.0016238,              0.0016238,              0.0016238
                     98,                0.87101,                0.58369,                0.95935,                 1.1646,                0.78157,                0.97789,                0.61715,                0.43253,                0.40906,                0.18348,                 1.8636,                 1.6901,                 1.6878,                 2.0639,                 2.2578,                   1.62,              0.0016198,              0.0016198,              0.0016198
